,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Base Salary,Base Guaranteed Comp.
199,jay demerit,VAN,D,31,31,2726,1,1,13,5,1,0/0,0,1,0.03,7.7,0,0,1,0.03,18,26,0,4,0,38.46,2012,reg,300000,350000
200,jair benitez,DAL,D,28,27,2397,1,1,15,3,0,0/1,1,0,0.04,6.7,0,0,1,0.04,16,48,0,3,1,20.0,2012,reg,80000,80000
201,jermaine taylor,HOU,D,27,26,2334,1,1,16,3,1,0/0,1,0,0.04,6.3,0,0,1,0.04,15,3,0,2,0,18.75,2012,reg,60375,65375
202,andy rose,VAN,M,23,11,1156,1,1,17,4,0,0/0,1,0,0.08,5.9,0,0,1,0.08,16,9,0,4,0,23.53,2012,reg,33756,33756
203,jalil anibaba,NSH,D,33,32,2868,1,1,18,5,0,0/0,0,1,0.03,5.6,0,1,0,0.03,22,12,0,1,1,27.78,2012,reg,65450,105450
204,brian carroll,PHI,M,33,32,2898,1,1,20,4,0,0/0,0,1,0.03,5.0,0,0,1,0.03,37,15,0,4,0,20.0,2012,reg,168000,168000
205,keon daniel,PHI,M,22,17,1517,1,1,20,4,0,0/0,0,1,0.06,5.0,1,1,0,0.06,19,22,0,0,1,20.0,2012,reg,55000,59410
207,rodney wallace,POR,D,19,14,1224,1,1,25,9,0,0/0,1,0,0.07,4.0,0,0,1,0.07,23,10,1,3,0,36.0,2012,reg,110000,159000
208,paulo nagamura,KC ,M,27,19,1757,1,1,37,5,0,0/0,1,0,0.05,2.7,1,1,0,0.05,30,19,1,4,0,13.51,2012,reg,250000,255500
209,andrew jacobson,DAL,M,31,31,2597,1,1,40,8,0,0/0,1,0,0.03,2.5,0,1,0,0.03,47,46,3,6,0,20.0,2012,reg,87500,100000
210,oriol rosell,ORL,M-D,5,1,127,1,0,1,1,1,0/0,1,0,0.71,100.0,0,0,0,0.0,2,1,0,0,0,100.0,2012,reg,90000,98750
211,ruben luna,DAL,F,7,2,208,1,0,2,1,0,0/0,1,0,0.43,50.0,0,0,0,0.0,3,4,1,0,0,50.0,2012,reg,60000,84791.67
212,andrew jeanbaptiste,POR,D,5,4,426,1,0,2,1,0,0/0,1,0,0.21,50.0,0,0,0,0.0,2,1,0,0,0,50.0,2012,reg,60000,75000
213,patrick ianni,SEA,D-M,16,15,1357,1,0,2,1,0,0/0,1,0,0.07,50.0,0,0,0,0.0,13,11,0,1,0,50.0,2012,reg,89303,89303
214,darrius barnes,NE ,D,13,11,1017,1,0,2,1,0,0/0,1,0,0.09,50.0,0,0,0,0.0,8,4,0,3,0,50.0,2012,reg,68063,69313
215,dejan jakovic,LAFC,D,23,21,1861,1,0,2,2,0,0/0,1,0,0.05,50.0,0,0,0,0.0,19,26,0,4,0,100.0,2012,reg,208000,228043
216,pat noonan,LA ,F,10,1,174,1,0,3,2,0,0/0,1,0,0.52,33.3,0,0,0,0.0,2,1,1,0,0,66.67,2012,reg,70000,70000
217,joseph nane,COL,M,9,6,446,1,0,3,1,1,0/0,1,0,0.2,33.3,0,0,0,0.0,11,6,0,2,0,33.33,2012,reg,44100,44100
218,cole grossman,CLB,M,10,5,500,1,0,3,1,0,0/0,0,1,0.18,33.3,0,0,0,0.0,10,3,0,1,1,33.33,2012,reg,44100,44100
219,emiliano bonfigli,RSL,F,10,1,288,1,0,5,2,0,0/0,0,1,0.31,20.0,0,0,0,0.0,2,2,3,0,0,40.0,2012,reg,44000,44000
220,logan pause,CHI,M,32,31,2424,1,0,5,2,0,0/0,1,0,0.04,20.0,0,0,0,0.0,11,17,0,0,0,40.0,2012,reg,170000,187833.33
221,ugo ihemelu,DAL,D,10,10,900,1,0,5,1,1,0/0,1,0,0.1,20.0,0,0,0,0.0,7,9,0,0,0,20.0,2012,reg,190000,190000
222,danny califf,CHV,D,23,23,2034,1,0,6,1,1,0/0,0,1,0.04,16.7,0,0,0,0.0,19,21,1,2,0,16.67,2012,reg,275000,275000
223,robbie russell,DC ,D,19,16,1355,1,0,7,3,0,0/0,1,0,0.07,14.3,0,0,0,0.0,13,7,0,0,0,42.86,2012,reg,107000,109919.31
224,jeremy hall,TOR,D-M,23,19,1708,1,0,7,2,0,0/0,0,1,0.05,14.3,0,0,0,0.0,14,13,0,1,0,28.57,2012,reg,100000,149000
225,hernan pertuz,DAL,D,30,24,2116,1,0,7,2,0,0/0,0,1,0.04,14.3,0,0,0,0.0,22,10,0,0,0,28.57,2012,reg,84000,84000
226,bernardo anor,CLB,M,11,5,493,1,0,7,2,1,0/0,0,1,0.18,14.3,0,0,0,0.0,13,10,0,3,0,28.57,2012,reg,44100,44100
227,colin clark,HOU,M,14,6,655,1,0,8,2,1,1/1,1,0,0.14,12.5,0,0,0,0.0,5,5,0,2,0,25.0,2012,reg,105427,110427
228,eric brunner,POR,D,13,10,924,1,0,8,2,0,0/0,1,0,0.1,12.5,0,0,0,0.0,4,6,0,0,0,25.0,2012,reg,100000,100625
230,ricardo clark,HOU,M,11,8,760,1,0,9,2,1,0/0,1,0,0.12,11.1,0,0,0,0.0,11,16,0,0,0,22.22,2012,reg,260000.04,293750.04
232,arne friedrich,CHI,D,23,22,1832,1,0,12,7,1,0/0,0,1,0.05,8.3,0,0,0,0.0,16,15,1,4,1,58.33,2012,reg,175000,230833.33
233,paolo cardozo,CHV,M,10,9,692,1,0,13,4,0,0/0,0,1,0.13,7.7,0,0,0,0.0,8,20,1,0,0,30.77,2012,reg,70000,81250
234,carlos rodriguez,DAL,M,24,12,1303,1,0,14,5,0,0/0,0,1,0.07,7.1,0,0,0,0.0,24,30,2,1,0,35.71,2012,reg,55008,64383
235,josue martinez,PHI,F,18,6,594,1,0,14,6,0,0/0,1,0,0.15,7.1,0,0,0,0.0,15,7,9,1,0,42.86,2012,reg,65000,71062.5
237,olman vargas,CLB,F,11,7,667,1,0,15,7,0,0/0,1,0,0.13,6.7,0,0,0,0.0,6,6,17,1,0,46.67,2012,reg,170000,175000
238,long tan,DC ,F,10,3,259,1,0,15,5,0,0/0,1,0,0.35,6.7,0,0,0,0.0,5,8,4,0,0,33.33,2012,reg,44000,44000
239,oswaldo minda,CHV,M,22,20,1748,1,0,17,3,1,0/0,0,1,0.05,5.9,0,0,0,0.0,41,21,0,13,0,17.65,2012,reg,50000,68750
240,david horst,POR,D,21,20,1845,1,0,17,3,1,0/0,1,0,0.05,5.9,0,0,0,0.0,30,23,0,1,0,17.65,2012,reg,65000,65000
241,julio cesar,KC ,D,27,25,2071,1,0,18,2,0,0/0,1,0,0.04,5.6,0,0,0,0.0,32,20,0,4,0,11.11,2012,reg,252000,255750
242,chance myers,KC ,D,30,28,2538,0,7,20,2,0,0/0,0,0,0.0,0.0,4,5,2,0.25,36,27,0,4,0,10.0,2012,reg,86000,101666.67
243,roy miller,NY ,D,24,20,1662,0,6,6,0,0,0/0,0,0,0.0,0.0,1,3,3,0.32,14,14,1,2,0,0.0,2012,reg,112495.5,112495.5
244,steven beitashour,SJ ,D,33,33,2955,0,6,11,2,0,0/0,0,0,0.0,0.0,2,4,2,0.18,29,30,1,6,0,18.18,2012,reg,44100,44100
245,eric alexander,POR,M,24,14,1302,0,6,26,7,0,0/0,0,0,0.0,0.0,0,4,2,0.41,15,9,4,1,0,26.92,2012,reg,56925,56925
246,hunter freeman,COL,D,19,18,1542,0,5,6,2,0,0/0,0,0,0.0,0.0,1,3,2,0.29,17,16,0,3,0,33.33,2012,reg,105000,110792.5
247,ashtone morgan,RSL,D,30,27,2528,0,5,10,2,0,0/0,0,0,0.0,0.0,0,4,1,0.18,29,22,2,7,0,20.0,2012,reg,44000,56000
248,sean franklin,LA ,D,34,33,2937,0,5,17,4,0,0/0,0,0,0.0,0.0,1,1,4,0.15,22,9,0,2,0,23.53,2012,reg,205000,228333.33
250,andy najar,LAFC,D,25,22,2045,0,4,15,3,0,0/0,0,0,0.0,0.0,0,2,2,0.18,26,20,1,4,0,20.0,2012,reg,150000,180800
251,ryan smith,CHV,M,21,12,1215,0,4,23,5,0,0/0,0,0,0.0,0.0,1,0,4,0.3,14,33,0,3,0,21.74,2012,reg,160000,205666.67
255,chris korb,DC ,D,26,22,2051,0,3,6,2,0,0/0,0,0,0.0,0.0,3,3,0,0.13,18,17,1,3,0,33.33,2012,reg,44100,44100
256,christian tiffert,SEA,M,12,11,978,0,3,7,1,0,0/0,0,0,0.0,0.0,1,2,1,0.28,19,9,4,4,0,14.29,2012,reg,600000,625000
257,marc burch,SEA,D,29,19,1824,0,3,8,1,0,0/0,0,0,0.0,0.0,1,2,1,0.15,16,13,0,3,0,12.5,2012,reg,65000,65000
258,connor lade,NY ,D,26,22,2088,0,3,8,2,0,0/0,0,0,0.0,0.0,2,3,0,0.13,27,20,3,4,1,25.0,2012,reg,33750,33750
259,ned grabavoy,RSL,M,26,22,1946,0,3,10,5,0,0/0,0,0,0.0,0.0,1,2,1,0.14,16,28,2,0,0,50.0,2012,reg,120000,126666.67
261,roger torres,PHI,M,10,1,181,0,2,0,0,0,0/0,0,0,0.0,0.0,0,1,1,0.99,8,5,0,2,0,,2012,reg,116160,119285
262,adam johansson,SEA,D,21,21,1834,0,2,0,0,0,0/0,0,0,0.0,0.0,0,0,2,0.1,31,13,2,1,0,,2012,reg,175000,182833.33
263,michael stephens,LA ,M,23,6,724,0,2,3,1,0,0/0,0,0,0.0,0.0,0,1,1,0.25,7,2,1,1,0,33.33,2012,reg,72050,93300
265,brian ownby,HOU,M,7,0,115,0,2,5,2,0,0/0,0,0,0.0,0.0,0,1,1,1.57,2,4,0,0,0,40.0,2012,reg,44000,44000
266,darren odea,TOR,D,9,9,810,0,2,5,1,0,0/0,0,0,0.0,0.0,0,1,1,0.22,11,2,0,2,0,20.0,2012,reg,330000,436250
267,steven smith,POR,D,22,22,1875,0,2,5,0,0,0/0,0,0,0.0,0.0,0,1,1,0.1,11,19,1,6,0,0.0,2012,reg,108000,120500
269,matt besler,SKC,D,31,30,2769,0,2,7,1,0,0/0,0,0,0.0,0.0,2,1,1,0.07,26,12,1,3,0,14.29,2012,reg,91751,103001
270,tristan bowen,CHV,F,5,3,248,0,2,7,3,0,0/0,0,0,0.0,0.0,0,1,1,0.73,4,5,1,0,0,42.86,2012,reg,100000,131363.63
271,chris wingert,RSL,D,31,30,2603,0,2,8,1,0,0/0,0,0,0.0,0.0,0,2,0,0.07,34,13,2,7,0,12.5,2012,reg,145000,145000
272,corey ashe,HOU,M,30,30,2625,0,2,8,1,0,0/0,0,0,0.0,0.0,0,1,1,0.07,28,40,4,3,0,12.5,2012,reg,90000,94500
273,richard eckersley,TOR,D,33,32,2802,0,2,9,0,0,0/0,0,0,0.0,0.0,0,1,1,0.06,37,31,1,5,0,0.0,2012,reg,210000,390000
274,james riley,CHV,D,32,32,2880,0,2,10,0,0,0/0,0,0,0.0,0.0,0,1,1,0.06,25,22,1,2,1,0.0,2012,reg,120000,125750
277,seth sinovic,NE,D,30,30,2621,0,2,12,1,0,0/0,0,0,0.0,0.0,0,1,1,0.07,29,26,1,3,0,8.33,2012,reg,60000,66750
278,ben zemanski,CHV,M,22,18,1649,0,2,15,6,0,0/0,0,0,0.0,0.0,1,0,2,0.11,24,24,0,3,0,40.0,2012,reg,57690,60190
279,roger espinoza,SKC,M,26,26,2275,0,2,35,9,0,0/0,0,0,0.0,0.0,0,0,2,0.08,47,46,1,5,1,25.71,2012,reg,125000,158750
282,michael harrington,KC ,D,11,9,877,0,1,0,0,0,0/0,0,0,0.0,0.0,1,1,0,0.1,9,5,1,1,0,,2012,reg,125000,151833.33
283,stephen king,DC ,M,7,1,202,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.45,1,2,0,0,0,0.0,2012,reg,65000,67500
285,peter vagenas,CHV,M,13,11,842,0,1,2,1,0,0/0,0,0,0.0,0.0,0,1,0,0.11,10,13,1,1,0,50.0,2012,reg,70000,85000
286,dennis iapichino,MTL,D,7,5,438,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.21,5,3,0,2,0,0.0,2012,reg,102000,102000
287,raymon gaddis,PHI,D,18,17,1475,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.06,19,9,1,2,0,0.0,2012,reg,33750,33750
288,eric gehrig,CLB,D,12,8,812,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.11,8,7,0,1,0,0.0,2012,reg,44000,44000
290,kofi sarkodie,HOU,D,10,7,695,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.13,6,8,1,0,0,0.0,2012,reg,90000,135500
291,blair gavin,CHV,M,11,5,398,0,1,3,2,0,0/0,0,0,0.0,0.0,0,0,1,0.23,1,2,1,0,0,66.67,2012,reg,60000,80000
292,federico puppo,CHI,F,11,1,216,0,1,3,3,0,0/0,0,0,0.0,0.0,1,0,1,0.42,4,5,4,1,0,100.0,2012,reg,100000,100000
293,cordell cato,SEA,F,8,0,117,0,1,3,0,0,0/0,0,0,0.0,0.0,1,0,1,0.77,3,1,0,0,0,0.0,2012,reg,44000,44000
294,warren creavalle,PHI,M,11,5,479,0,1,3,1,0,0/0,0,0,0.0,0.0,0,1,0,0.19,5,5,0,0,0,33.33,2012,reg,44000,44000
295,josh wolff,DC ,F,9,1,223,0,1,3,2,0,0/0,0,0,0.0,0.0,1,1,0,0.4,3,3,2,1,0,66.67,2012,reg,80004,80004
296,tyson wahl,COL,D,15,15,1350,0,1,3,1,0,0/0,0,0,0.0,0.0,1,0,1,0.07,25,7,1,5,0,33.33,2012,reg,65000,86086.67
297,jason hernandez,SJ ,D,25,23,2090,0,1,3,0,0,0/0,0,0,0.0,0.0,1,0,1,0.04,14,10,0,1,2,0.0,2012,reg,175000,175000
298,peterson joseph,KC ,M,10,4,263,0,1,3,0,0,0/0,0,0,0.0,0.0,1,0,1,0.34,6,7,0,3,1,0.0,2012,reg,44100,44100
299,teemu tainio,NY ,M,14,9,782,0,1,4,0,0,0/0,0,0,0.0,0.0,0,0,1,0.12,11,9,0,2,0,0.0,2012,reg,200000,205000
300,sam garza,SJ ,M,6,0,102,0,1,4,0,0,0/0,0,0,0.0,0.0,0,1,0,0.88,3,3,0,1,0,0.0,2012,reg,65000,91500
301,bryan gaul,LA ,D,14,7,800,0,1,4,2,0,0/0,0,0,0.0,0.0,0,1,0,0.11,13,3,0,3,0,50.0,2012,reg,33750,33750
302,omar salgado,VAN,F,7,5,398,0,1,4,1,0,0/0,0,0,0.0,0.0,0,1,0,0.23,7,8,1,1,0,25.0,2012,reg,90000,131868.67
304,cesar romero,CHV,F,12,4,392,0,1,5,0,0,0/0,0,0,0.0,0.0,0,1,0,0.23,9,4,6,1,0,0.0,2012,reg,33750,33750
305,florian lechner,NE ,D,9,7,599,0,1,5,0,0,0/0,0,0,0.0,0.0,0,0,1,0.15,4,12,0,0,0,0.0,2012,reg,44004,48104
306,lloyd sam,NY ,M-F,5,2,164,0,1,5,1,0,0/0,0,0,0.0,0.0,1,1,0,0.55,5,3,2,1,0,20.0,2012,reg,120000,140250
308,rauwshan mckenzie,CHV,D,20,19,1732,0,1,5,2,0,0/0,0,0,0.0,0.0,0,0,1,0.05,18,7,0,2,0,40.0,2012,reg,44000,44000
309,jamison olave,RSL,D,21,21,1734,0,1,6,0,0,0/0,0,0,0.0,0.0,0,1,0,0.05,27,17,0,5,1,0.0,2012,reg,200000,250000
311,gabriel farfan,CHV,M,23,22,1960,0,1,6,1,0,0/0,0,0,0.0,0.0,0,1,0,0.05,34,32,2,5,1,16.67,2012,reg,46200,46200
312,soony saad,KC ,F,9,2,305,0,1,7,2,0,0/0,0,0,0.0,0.0,0,0,1,0.3,5,5,0,0,0,28.57,2012,reg,44000,44000
313,stephen mccarthy,NE ,D,28,27,2308,0,1,7,3,0,0/0,0,0,0.0,0.0,0,1,0,0.04,22,28,1,2,1,42.86,2012,reg,51700,82950
315,luis zapata,COL,D,27,26,2336,0,1,8,3,0,0/0,0,0,0.0,0.0,0,0,1,0.04,33,27,0,2,0,37.5,2012,reg,65460,69043.33
316,nelson rivas,MTL,D,11,11,858,0,1,8,1,0,0/0,0,0,0.0,0.0,0,1,0,0.1,9,11,0,2,1,12.5,2012,reg,50000,50000
317,john thorrington,VAN,M,19,14,1099,0,1,10,2,0,0/0,0,0,0.0,0.0,0,1,0,0.08,18,11,1,2,0,20.0,2012,reg,170000,170000
318,jeb brovsky,MTL,D,28,25,2233,0,1,10,3,0,0/0,0,0,0.0,0.0,0,1,0,0.04,17,14,1,1,1,30.0,2012,reg,33750,33750
319,wells thompson,CHI,D,21,5,664,0,1,11,2,0,0/0,0,0,0.0,0.0,0,1,0,0.14,11,13,2,1,0,18.18,2012,reg,87188,95313
321,perry kitchen,LA,M,32,32,2804,0,1,12,0,0,0/0,0,0,0.0,0.0,0,1,0,0.03,43,33,1,2,0,0.0,2012,reg,85500,170950
322,chris schuler,RSL,D,13,9,944,0,1,12,1,0,0/0,0,0,0.0,0.0,0,1,0,0.1,12,3,0,2,0,8.33,2012,reg,44000,44000
323,kevin alston,NE ,D,31,31,2623,0,1,13,2,0,0/0,0,0,0.0,0.0,1,0,1,0.03,37,45,0,3,0,15.38,2012,reg,120000,169000
324,justin braun,MTL,F,14,6,581,0,1,14,5,0,0/0,0,0,0.0,0.0,1,0,1,0.15,12,8,9,0,0,35.71,2012,reg,102000,104500
325,clyde simms,NE ,M,29,29,2303,0,1,14,4,0,0/0,0,0,0.0,0.0,0,1,0,0.04,16,7,1,2,0,28.57,2012,reg,75000,78333.33
326,amobi okugo,PHI,D-M,27,24,2230,0,1,16,2,0,0/0,0,0,0.0,0.0,0,1,0,0.04,24,24,2,3,0,12.5,2012,reg,90000,173000
327,jeff parke,SEA,D,30,29,2568,0,1,17,3,0,0/0,0,0,0.0,0.0,1,1,0,0.04,32,27,0,3,0,17.65,2012,reg,185325,185325
328,collen warner,COL,M,29,27,2431,0,1,32,2,0,0/0,0,0,0.0,0.0,0,0,1,0.04,44,43,0,6,0,6.25,2012,reg,46725,60475
329,steven kinney,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44100,44100
331,russell teibert,VAN,M,4,1,117,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,,2012,reg,55000,60600
332,rich balchan,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,51700,68575
333,nicholas lindsay,TOR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44100,45100
335,zach pfeffer,PHI,M,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,60000,70000
339,corben bone,CHI,M,2,0,26,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,100000,161200
343,joey gjertsen,SJ ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,85000,93625
344,moises hernandez,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33756,35381
345,victor ulloa,MIA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,46500
346,josue soto,HOU,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,38750
348,conor shanosky,DC ,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,70000,84218.83
350,victor pineda,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44100,50842.42
352,corey hertzog,NY ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,75000,103500
355,michael tetteh,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,66000,83663.06
356,anthony ampaipitakwong,SJ ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,44000
359,oscar cordon,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,44000
360,keith makubuya,TOR,F,1,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,1,0,0,,2012,reg,44000,44000
361,ethan white,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,70000,86000
362,jack mcbean,LA ,F,1,0,8,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2012,reg,70000,91000
363,konrad warzycha,KC ,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
364,kevin ellis,KC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,44750
366,aaron horton,CLB,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,55000,70500
367,dicoy williams,TOR,D,2,1,86,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,,2012,reg,52500,52500
371,porfirio lopez,PHI,D,5,4,327,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,,2012,reg,120000,125087.5
375,tiago ulisses,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,90000,103852.5
376,raphael augusto,DC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44004,44004
379,sebastian rincon,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
381,alex lee,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33756,33756
383,kellen gulley,CHI,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,55000,69000
384,jose angulo,NY ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
385,jhonny arteaga,NY ,F,5,0,17,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2012,reg,44000,44000
387,eduardo sebrango,MTL,F,7,1,120,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,3,0,0,,2012,reg,44000,44000
388,marvin iraheta,CHV,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
389,caleb clarke,VAN,F,2,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000.04,44000.04
390,karl ouimette,MTL,D,2,0,66,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2012,reg,33750,33750
391,shane oneill,SEA,D,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44004,55504
392,michael roach,NE ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33756,33756
394,ryan kawulok,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
396,kyle miller,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
398,charles renken,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
400,jacob hustedt,SJ ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33756,33756
401,kenney walker,LA ,M,1,1,45,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2012,reg,33750,33750
402,tony walls,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
405,enzo martinez,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,65000,91000
407,tyler polak,NE ,D,1,0,30,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2012,reg,60000,73000
409,babayele sodade,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33756,33756
413,evan james,MTL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
414,greg jordan,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,44000
415,hunter jumper,CHI,D,5,0,48,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,,2012,reg,33750,33750
416,tommy meyer,LA ,D,8,7,660,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2012,reg,44000,57750
418,nico muniz,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,35750
419,bryce alderson,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,60000,75000
420,jose adolfo valencia,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000,44000
421,ian hogg,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,44000.04,44000.04
422,jonathan borrajo,NY ,D,1,0,74,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2012,reg,44000,44000
423,andrew duran,SEA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,33750,33750
425,stephen keel,NY ,D,9,6,501,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,1,1,0,,2012,reg,65000,65000
426,bobby burling,CHV,D,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,3,0,1,0,,2012,reg,48000,51333.33
427,shavar thomas,MTL,D,15,13,1255,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,4,0,2,0,,2012,reg,80000,94666.67
428,anthony wallace,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2012,reg,63394,63394
